CustomerID,Gender,Age,Region,CustomerSegment,PreferredPaymentMethod,CustomerTenure_Months,Recency_Days,PurchaseFrequency,AvgOrderValue,TotalRevenue,TotalItemsBought,TotalReturns,FavouriteCategory,CLV
CUST_0076,Female,25,Asia,Mid-Range,Bank Transfer,30.7,233,6,346.37,2078.24,13,0,Food & Grocery,812.33
CUST_0077,Female,56,North America,Mid-Range,PayPal,31.5,710,4,326.36,1305.45,9,0,Beauty,497.31
CUST_0078,Female,43,North America,Mid-Range,Credit Card,48.6,249,1,268.6,268.6,3,0,Sports,66.32
CUST_0079,Male,51,North America,Premium,PayPal,41.2,141,3,2926.7,8780.1,12,0,Beauty,2557.31
CUST_0080,Female,20,Europe,Mid-Range,Credit Card,54.4,86,5,578.46,2892.28,17,2,Books,510.41
CUST_0081,Male,67,South America,Mid-Range,Credit Card,36.9,62,5,244.38,1221.92,16,1,Sports,357.63
CUST_0082,Female,29,Africa,Budget,Debit Card,58.5,52,8,117.36,938.86,24,0,Toys,192.59
CUST_0083,Male,18,Asia,Premium,Credit Card,59.4,63,4,1185.41,4741.63,10,0,Beauty,957.91
CUST_0084,Female,61,Asia,Premium,Credit Card,38.3,93,8,2411.75,19294.01,28,1,Home & Garden,5667.3
CUST_0085,Male,22,Europe,Mid-Range,PayPal,53.1,700,4,507.73,2030.91,13,2,Fashion,344.22
CUST_0086,Male,47,North America,Budget,Credit Card,34.5,64,8,105.88,847.02,21,1,Food & Grocery,276.21
CUST_0087,Female,47,Europe,Budget,PayPal,51.0,769,5,132.6,663.02,11,1,Toys,140.4
CUST_0088,Male,34,South America,Budget,Bank Transfer,58.2,389,5,102.61,513.07,15,1,Toys,95.21
CUST_0089,Female,65,South America,Budget,Credit Card,31.7,329,3,159.37,478.11,13,0,Beauty,180.99
CUST_0090,Female,64,Africa,Budget,Credit Card,53.0,310,6,98.2,589.19,23,2,Electronics,111.17
CUST_0091,Female,40,Africa,Premium,PayPal,31.3,1174,2,1006.33,2012.66,8,0,Beauty,771.63
CUST_0092,Female,32,South America,Mid-Range,Bank Transfer,57.5,620,5,469.42,2347.09,17,2,Fashion,391.86
CUST_0093,Female,54,South America,Budget,Debit Card,47.9,18,13,123.48,1605.21,41,2,Food & Grocery,371.21
CUST_0094,Female,38,South America,Budget,Bank Transfer,51.4,104,10,107.73,1077.35,28,3,Toys,213.78
CUST_0095,Female,31,Europe,Budget,PayPal,45.4,215,5,87.33,436.66,18,0,Books,115.41
CUST_0096,Female,19,South America,Budget,Bank Transfer,39.2,135,8,110.55,884.39,24,1,Toys,253.81
CUST_0097,Female,28,Asia,Budget,PayPal,32.4,530,6,132.41,794.44,21,1,Food & Grocery,269.72
CUST_0098,Female,68,North America,Budget,PayPal,48.5,1116,2,148.08,296.16,7,0,Electronics,73.28
CUST_0099,Female,56,South America,Mid-Range,Debit Card,55.4,99,5,288.57,1442.86,11,0,Home & Garden,312.53
CUST_0100,Male,55,North America,Premium,Credit Card,48.3,347,10,1890.53,18905.29,27,3,Books,3992.42
CUST_0101,Male,51,Europe,Budget,PayPal,48.8,362,2,194.74,389.48,7,1,Books,71.83
CUST_0102,Female,55,North America,Mid-Range,PayPal,53.8,24,8,522.38,4179.05,26,0,Electronics,932.13
CUST_0103,Female,67,Europe,Premium,Debit Card,38.0,66,9,3017.11,27154.0,33,0,Electronics,8574.94
CUST_0104,Female,51,Asia,Budget,PayPal,51.8,1,5,161.66,808.28,17,1,Electronics,168.53
CUST_0105,Female,35,Europe,Budget,Credit Card,37.0,2,7,78.27,547.9,15,1,Home & Garden,165.0
CUST_0106,Female,47,Europe,Premium,Debit Card,28.9,20,7,3024.84,21173.91,27,1,Sports,8163.93
CUST_0107,Female,32,Africa,Budget,Credit Card,37.6,10,7,122.68,858.79,22,0,Food & Grocery,274.07
CUST_0108,Female,44,South America,Mid-Range,Credit Card,38.8,224,4,286.4,1145.62,10,1,Food & Grocery,310.02
CUST_0109,Female,68,South America,Mid-Range,Debit Card,58.5,214,5,503.41,2517.04,16,1,Beauty,464.69
CUST_0110,Male,51,Asia,Budget,PayPal,40.1,467,6,84.52,507.12,19,1,Electronics,139.11
CUST_0111,Female,69,Asia,Budget,Credit Card,39.2,338,2,85.1,170.19,6,0,Beauty,52.1
CUST_0112,Male,55,South America,Mid-Range,Credit Card,55.1,66,4,433.3,1733.2,11,0,Books,377.47
CUST_0113,Female,50,Africa,Budget,Credit Card,42.7,108,6,92.74,556.44,19,0,Home & Garden,156.38
CUST_0114,Female,41,South America,Budget,Credit Card,36.0,92,7,77.73,544.09,13,1,Electronics,168.42
CUST_0115,Male,32,Africa,Mid-Range,Debit Card,52.6,59,6,410.55,2463.29,21,1,Toys,515.14
CUST_0116,Female,47,Asia,Mid-Range,Debit Card,55.3,169,7,609.75,4268.24,20,2,Sports,793.89
CUST_0117,Male,59,North America,Budget,Bank Transfer,45.1,20,6,168.96,1013.79,21,1,Beauty,247.26
CUST_0118,Female,68,Asia,Premium,Bank Transfer,48.0,92,4,1541.37,6165.48,10,1,Food & Grocery,1348.7
CUST_0119,Female,34,Asia,Budget,Credit Card,51.7,315,2,114.66,229.31,5,0,Books,53.23
CUST_0120,Male,22,Europe,Premium,PayPal,29.3,556,4,3098.72,12394.89,15,1,Books,4441.85
CUST_0121,Female,46,Europe,Mid-Range,Credit Card,39.1,376,6,431.58,2589.5,16,0,Books,794.73
CUST_0122,Male,21,Europe,Mid-Range,PayPal,37.4,319,6,400.51,2403.04,15,0,Toys,771.04
CUST_0123,Female,27,Europe,Mid-Range,Credit Card,41.9,364,5,514.99,2574.94,21,0,Home & Garden,737.46
CUST_0124,Male,34,Africa,Premium,Bank Transfer,53.4,158,3,2842.64,8527.92,11,0,Electronics,1916.39
CUST_0125,Male,27,South America,Budget,Bank Transfer,37.5,283,7,81.32,569.22,21,1,Food & Grocery,169.15
CUST_0126,Female,34,North America,Mid-Range,PayPal,49.8,948,2,625.93,1251.86,9,0,Fashion,301.65
CUST_0127,Female,37,Asia,Budget,Credit Card,32.1,86,4,195.28,781.14,17,0,Food & Grocery,292.01
CUST_0128,Male,41,Africa,Budget,PayPal,34.7,373,7,129.19,904.33,21,1,Toys,290.4
CUST_0129,Female,22,North America,Budget,Bank Transfer,34.4,178,3,124.45,373.34,7,1,Sports,108.53
CUST_0130,Female,51,Africa,Premium,Credit Card,59.0,83,4,2101.26,8405.03,14,0,Electronics,1709.5
CUST_0131,Female,23,Africa,Premium,Credit Card,53.1,442,4,2195.92,8783.66,10,0,Electronics,1985.01
CUST_0132,Male,19,Asia,Budget,PayPal,32.9,187,3,90.26,270.77,8,0,Books,98.76
CUST_0133,Male,30,South America,Budget,Debit Card,59.8,19,4,160.56,642.25,16,0,Food & Grocery,128.88
CUST_0134,Male,60,Europe,Mid-Range,PayPal,33.4,563,3,546.41,1639.23,11,0,Beauty,588.94
CUST_0135,Male,60,South America,Mid-Range,Bank Transfer,50.1,799,4,356.82,1427.29,12,1,Fashion,299.13
CUST_0136,Male,65,Asia,Budget,Bank Transfer,47.2,36,5,63.97,319.85,10,0,Electronics,81.32
CUST_0137,Male,28,Asia,Mid-Range,Bank Transfer,51.8,673,3,469.23,1407.68,11,0,Books,326.11
CUST_0138,Male,68,Asia,Mid-Range,Bank Transfer,58.7,70,9,346.96,3122.67,29,0,Books,638.36
CUST_0139,Male,64,North America,Premium,Bank Transfer,53.7,625,1,2439.72,2439.72,2,0,Beauty,545.19
CUST_0140,Male,40,South America,Budget,Debit Card,29.7,106,7,129.9,909.32,18,0,Food & Grocery,367.39
CUST_0141,Female,33,South America,Mid-Range,Credit Card,28.7,400,7,547.95,3835.67,23,1,Food & Grocery,1489.2
CUST_0142,Male,48,Africa,Mid-Range,PayPal,41.6,452,6,544.97,3269.82,21,2,Beauty,786.01
CUST_0143,Female,28,Africa,Mid-Range,PayPal,31.0,58,3,317.76,953.28,9,1,Fashion,307.51
CUST_0144,Female,33,Africa,Mid-Range,Bank Transfer,36.4,280,7,340.2,2381.38,18,2,Beauty,672.92
CUST_0145,Female,25,Asia,Mid-Range,PayPal,50.2,19,6,435.45,2612.68,13,0,Beauty,624.55
CUST_0146,Male,21,South America,Budget,Bank Transfer,53.7,38,11,114.93,1264.23,33,2,Toys,256.83
CUST_0147,Male,57,Asia,Premium,Debit Card,38.5,151,6,1932.09,11592.52,16,1,Fashion,3312.15
CUST_0148,Male,21,North America,Mid-Range,Debit Card,43.9,354,4,640.17,2560.68,16,0,Beauty,699.96
CUST_0149,Male,42,Africa,Budget,Credit Card,47.4,375,7,132.79,929.51,29,1,Beauty,218.52
CUST_0150,Female,20,Asia,Mid-Range,Debit Card,30.7,159,3,570.64,1711.91,14,0,Books,669.15
CUST_0151,Male,49,Asia,Budget,Debit Card,29.7,134,2,83.28,166.57,4,0,Fashion,67.3
CUST_0152,Male,20,North America,Budget,Credit Card,39.0,152,6,81.76,490.57,18,2,Food & Grocery,125.78
CUST_0153,Male,44,Europe,Premium,PayPal,45.3,309,8,2415.7,19325.64,24,1,Fashion,4799.4
CUST_0154,Male,46,South America,Mid-Range,Bank Transfer,56.0,95,7,331.6,2321.2,15,0,Beauty,497.4
CUST_0155,Male,49,Europe,Mid-Range,Bank Transfer,51.9,522,4,540.73,2162.92,11,1,Food & Grocery,437.58
CUST_0156,Female,67,Africa,Budget,PayPal,56.2,616,2,176.76,353.53,9,1,Home & Garden,56.61
CUST_0157,Male,68,Asia,Mid-Range,Credit Card,52.5,369,3,412.98,1238.94,7,0,Fashion,283.19
CUST_0158,Female,36,North America,Budget,PayPal,35.5,53,8,186.88,1495.01,34,2,Home & Garden,442.19
CUST_0159,Male,38,North America,Budget,Debit Card,41.8,431,5,66.17,330.86,10,2,Fashion,75.98
CUST_0160,Female,22,South America,Premium,Credit Card,42.5,548,7,2538.17,17767.2,23,2,Electronics,4299.96
CUST_0161,Male,35,Europe,Mid-Range,Credit Card,51.9,561,3,317.93,953.8,7,2,Beauty,147.02
CUST_0162,Male,45,South America,Mid-Range,Credit Card,35.4,244,1,313.39,313.39,2,0,Sports,106.23
CUST_0163,Female,59,Asia,Budget,Bank Transfer,41.0,393,5,102.27,511.37,12,0,Books,149.66
CUST_0164,Female,39,South America,Premium,PayPal,46.3,237,4,2587.12,10348.49,11,0,Electronics,2682.11
CUST_0165,Female,38,North America,Mid-Range,Credit Card,30.3,51,4,300.48,1201.9,10,0,Sports,476.01
CUST_0166,Male,23,North America,Mid-Range,Credit Card,41.0,588,7,488.92,3422.42,20,0,Electronics,1001.69
CUST_0167,Female,18,Africa,Mid-Range,Credit Card,47.3,260,7,582.54,4077.78,28,2,Home & Garden,886.74
CUST_0168,Male,22,Africa,Budget,PayPal,48.6,413,7,150.04,1050.26,23,0,Beauty,259.33
CUST_0169,Male,58,Asia,Budget,Bank Transfer,53.4,787,7,146.02,1022.11,20,2,Fashion,196.88
CUST_0170,Female,29,Europe,Mid-Range,Debit Card,56.2,200,2,494.78,989.57,5,0,Beauty,211.29
CUST_0171,Female,43,South America,Budget,Bank Transfer,43.5,596,4,60.16,240.65,14,1,Toys,58.09
CUST_0172,Male,63,Asia,Budget,Credit Card,44.1,20,10,112.15,1121.45,36,1,Electronics,289.91
CUST_0173,Male,51,Africa,Premium,Bank Transfer,57.8,485,5,1916.33,9581.63,12,1,Sports,1790.34
CUST_0174,Female,66,South America,Mid-Range,Bank Transfer,35.1,64,3,278.98,836.93,7,0,Food & Grocery,286.13
CUST_0175,Female,31,Africa,Mid-Range,Debit Card,59.3,66,9,390.07,3510.66,23,0,Books,710.41
CUST_0176,Female,43,South America,Mid-Range,PayPal,31.5,677,3,488.84,1466.52,12,1,Books,465.56
CUST_0177,Male,62,Europe,Mid-Range,PayPal,57.2,1,6,546.42,3278.54,21,1,Beauty,630.48
CUST_0178,Male,44,Asia,Budget,Bank Transfer,55.7,104,7,107.78,754.46,23,1,Beauty,150.93
CUST_0179,Male,26,South America,Budget,Bank Transfer,39.5,118,4,167.47,669.89,13,1,Home & Garden,178.07
CUST_0180,Male,43,North America,Budget,PayPal,55.5,134,12,169.49,2033.92,46,3,Electronics,384.79
CUST_0181,Male,64,North America,Budget,PayPal,33.9,393,2,20.6,41.2,7,0,Beauty,14.58
CUST_0182,Male,39,South America,Mid-Range,Debit Card,37.7,34,4,509.98,2039.92,13,0,Beauty,649.31
CUST_0183,Female,64,South America,Budget,Credit Card,46.5,236,9,115.26,1037.35,26,1,Beauty,252.83
CUST_0184,Male,47,South America,Mid-Range,Bank Transfer,40.6,302,9,543.38,4890.41,32,1,Fashion,1365.14
CUST_0185,Male,60,North America,Budget,PayPal,58.7,263,4,168.9,675.62,17,0,Home & Garden,138.11
CUST_0186,Male,65,North America,Budget,Bank Transfer,47.8,210,3,39.57,118.7,7,0,Books,29.8
CUST_0187,Female,34,South America,Mid-Range,Bank Transfer,47.9,228,5,465.71,2328.56,17,1,Electronics,525.02
CUST_0188,Male,43,Africa,Budget,PayPal,40.6,196,3,134.39,403.16,11,1,Books,99.3
CUST_0189,Male,53,Africa,Budget,Debit Card,44.9,177,6,149.04,894.24,21,0,Beauty,239.0
CUST_0190,Female,18,Europe,Budget,Bank Transfer,42.9,422,7,94.9,664.3,17,1,Books,172.55
CUST_0191,Male,25,Asia,Budget,Debit Card,52.3,69,7,95.73,670.11,17,0,Toys,153.75
CUST_0192,Male,66,Africa,Mid-Range,PayPal,27.8,243,8,399.85,3198.77,27,2,Sports,1208.18
CUST_0193,Male,52,North America,Budget,Credit Card,42.0,258,6,57.11,342.65,11,1,Toys,89.74
CUST_0194,Male,69,Africa,Budget,Credit Card,31.5,158,9,104.65,941.85,23,2,Sports,318.93
CUST_0195,Male,32,Europe,Mid-Range,Bank Transfer,28.7,54,6,528.24,3169.41,20,0,Books,1325.2
CUST_0196,Female,64,Europe,Budget,PayPal,60.5,1423,1,174.96,174.96,4,0,Books,34.7
CUST_0197,Female,39,Asia,Premium,Debit Card,37.7,73,5,2887.93,14439.63,21,0,Beauty,4596.18
CUST_0198,Female,31,Africa,Mid-Range,Bank Transfer,36.3,86,8,624.65,4997.21,27,1,Electronics,1548.72
CUST_0199,Male,43,North America,Mid-Range,PayPal,57.0,384,7,470.92,3296.42,19,0,Books,693.99
CUST_0200,Male,45,North America,Mid-Range,PayPal,37.6,817,3,604.52,1813.56,11,0,Fashion,578.8
CUST_0201,Male,40,South America,Budget,Debit Card,30.7,154,3,72.52,217.57,7,1,Toys,70.87
CUST_0202,Female,31,North America,Mid-Range,Bank Transfer,42.6,79,5,329.32,1646.59,18,1,Beauty,417.45
CUST_0203,Male,41,Asia,Budget,PayPal,35.3,186,3,153.84,461.52,10,0,Electronics,156.89
CUST_0204,Male,19,Asia,Premium,PayPal,51.8,436,5,1423.1,7115.48,11,0,Toys,1648.38
CUST_0205,Female,62,North America,Budget,PayPal,34.7,145,4,57.63,230.51,8,2,Books,59.79
CUST_0206,Male,43,North America,Mid-Range,Debit Card,39.0,797,7,478.83,3351.79,28,0,Beauty,1031.33
CUST_0207,Female,31,South America,Mid-Range,Bank Transfer,49.3,860,3,269.43,808.29,4,1,Sports,163.95
CUST_0208,Female,68,North America,Budget,Bank Transfer,57.1,191,9,108.97,980.73,27,2,Food & Grocery,183.21
CUST_0209,Female,24,South America,Budget,Bank Transfer,50.9,353,4,93.53,374.12,10,0,Books,88.2
CUST_0210,Male,20,South America,Mid-Range,Bank Transfer,46.1,514,3,476.53,1429.58,10,0,Home & Garden,372.13
CUST_0211,Male,64,North America,Premium,Credit Card,55.5,38,6,2382.08,14292.49,19,1,Books,2832.74
CUST_0212,Male,40,Europe,Budget,Credit Card,45.4,125,5,154.0,769.99,17,2,Sports,162.82
CUST_0213,Male,63,Europe,Mid-Range,Bank Transfer,60.8,840,4,506.16,2024.64,15,0,Food & Grocery,399.6
CUST_0214,Male,60,South America,Premium,Debit Card,28.4,211,3,3128.46,9385.37,13,0,Electronics,3965.65
CUST_0215,Male,64,North America,Premium,Credit Card,36.3,183,9,1711.64,15404.8,21,2,Beauty,4526.65
CUST_0216,Male,62,Europe,Budget,PayPal,31.0,785,4,197.39,789.55,16,0,Home & Garden,305.64
CUST_0217,Female,35,North America,Mid-Range,Credit Card,36.4,206,4,777.35,3109.39,15,1,Beauty,896.94
CUST_0218,Male,55,North America,Budget,PayPal,51.9,522,3,82.45,247.36,11,0,Books,57.19
CUST_0219,Female,52,North America,Premium,Bank Transfer,27.7,108,5,3303.98,16519.92,20,2,Beauty,5725.31
CUST_0220,Male,68,Africa,Mid-Range,Credit Card,43.8,457,6,444.31,2665.86,16,0,Beauty,730.37
CUST_0221,Male,32,North America,Budget,Debit Card,34.9,116,4,114.02,456.08,11,0,Books,156.82
CUST_0222,Male,42,Africa,Mid-Range,Credit Card,54.8,386,7,448.3,3138.11,19,1,Sports,638.09
CUST_0223,Female,54,South America,Budget,Credit Card,43.6,48,5,65.58,327.92,14,0,Beauty,90.25
CUST_0224,Female,45,Europe,Premium,Credit Card,29.8,287,4,1114.89,4459.55,10,0,Books,1795.8
CUST_0225,Female,27,Europe,Premium,Bank Transfer,57.3,158,5,2335.06,11675.31,15,0,Beauty,2445.09
CUST_0226,Female,56,Europe,Mid-Range,Debit Card,31.2,320,4,351.72,1406.89,8,2,Books,405.83
CUST_0227,Male,34,Europe,Budget,Credit Card,39.6,779,4,123.43,493.71,15,0,Books,149.61
CUST_0228,Female,56,Europe,Mid-Range,Debit Card,50.7,25,5,330.61,1653.05,15,2,Beauty,313.0
CUST_0229,Male,39,Europe,Budget,Bank Transfer,32.2,428,2,100.36,200.73,8,0,Fashion,74.8
CUST_0230,Male,43,Europe,Budget,PayPal,39.1,173,7,90.88,636.17,17,0,Toys,195.24
CUST_0231,Female,61,South America,Premium,Credit Card,43.6,603,2,3221.48,6442.95,7,0,Fashion,1773.29
CUST_0232,Female,42,North America,Budget,Debit Card,40.1,150,10,117.61,1176.1,28,1,Beauty,334.35
CUST_0233,Female,34,Asia,Budget,Debit Card,54.1,171,3,147.74,443.22,12,1,Home & Garden,81.93
CUST_0234,Female,30,Africa,Premium,Bank Transfer,55.7,279,6,2491.61,14949.66,21,0,Sports,3220.75
CUST_0235,Female,37,Asia,Budget,Credit Card,48.2,317,7,97.09,679.65,19,3,Fashion,132.94
CUST_0236,Female,42,Asia,Budget,PayPal,34.9,266,4,147.55,590.21,14,0,Beauty,202.93
CUST_0237,Female,21,North America,Premium,Debit Card,55.4,461,3,2725.75,8177.25,10,2,Electronics,1180.83
CUST_0238,Female,27,North America,Budget,Credit Card,42.5,422,7,77.47,542.31,14,0,Books,153.12
CUST_0239,Male,20,North America,Mid-Range,PayPal,28.4,234,5,345.12,1725.61,14,0,Electronics,729.13
CUST_0240,Female,58,Europe,Premium,Debit Card,34.3,219,5,2247.93,11239.67,17,1,Books,3539.02
CUST_0241,Female,62,South America,Premium,Debit Card,29.4,49,6,2821.97,16931.8,19,0,Fashion,6910.95
CUST_0242,Male,35,Europe,Mid-Range,PayPal,42.8,165,7,414.41,2900.87,23,1,Beauty,755.23
